id,href,title,cover_image,date_posted,page,content_type,movie_name,release_year,format,size,original_lang,quality,genres,cast,imdb_rating,season,episodes,synopsis,categories,screenshots,watch_online,scraped_at,detail_error
229355-faq-about-time-travel-2009-hindi-dubbed-720p-hdrip-770mb,https://moviedbhub.com/229355-faq-about-time-travel-2009-hindi-dubbed-720p-hdrip-770mb.html,FAQ About Time Travel (2009) Hindi Dubbed 720p HDRip [770MB],https://moviehdtv.com/uploads/posts/covers/faq-about-time-travel-2009-hindi-dubbed-720p-hdrip-770mb.webp,"November 22, 2021",0,movie,: FAQ About Time Travel,2009,Mkv,770MB,en,,Comedy|Drama|Romance|Science Fiction,"Chris O'Dowd as Ray, Dean Lennox Kelly as Pete, Anna Faris as Cassie, Meredith MacNeill as Millie, Marc Wootton as Toby, Ray Gardner as Mellor, Nick Ewans as Barry, Arthur Nightingale as Old Man, Paul Adams as Tramp, John Warman as Dart Player",- 6.906,,,Follows three social outcasts -- two geeks and a cynic -- as they attempt to navigate a time-travel conundrum in the middle of a British pub. Faris plays a girl from the future who sets the adventure in motion.,,https://moviehdtv.com/uploads/posts/covers/faq-about-time-travel-2009-hindi-dubbed-720p-hdrip-770mb.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-FAQ About.webp,,2026-06-28T07:07:29.546482+00:00,
22995-dungeons-dragons-the-book-of-vile-darkness-2021-hindi-dual-audio-hdrip-300mb,https://moviedbhub.com/22995-dungeons-dragons-the-book-of-vile-darkness-2021-hindi-dual-audio-hdrip-300mb.html,Dungeons & Dragons: The Book of Vile Darkness (2021) Hindi Dual Audio HDRip 300MB,https://moviehdtv.com/uploads/posts/covers/dungeons-dragons-the-book-of-vile-darkness-2021-hindi-dual-audio-hdrip-300mb.webp,"November 22, 2021",0,movie,: Dungeons & Dragons: The Book of Vile Darkness,2021,Mkv,300MB,ja,,Action|Adventure|Comedy|Fantasy|Romance|Animation,"Yoshitsugu Matsuoka as Bell Cranel (voice), Inori Minase as Hestia (voice), Maaya Sakamoto as Artemis (voice), Saori Onishi as Wallenstein Ais (voice), Maaya Uchida as Arde Liliruca (voice), Saori Hayami as Lion Ryu (voice), Ai Kayano as Asfi Al Andromeda (voice), Yoshimasa Hosoya as Crozzo Welf (voice), Soma Saito as Hermes (voice), Shizuka Ishigami as Flover Syr (voice), Juri Kimura as Viridis Lefiya (voice), Yoko Hikasa as Freya (voice), Rie Murakawa as Tiona Hiryute (voice), Minami Takahashi as Tione Hiryute (voice), Mutsumi Tamura as Finn Deimne (voice), Nobuhiko Okamoto as Bete Loga (voice), Yurika Kubo as Loki (voice)",- 7.754,,,"In the city of Orario, beneath an impossibly tall tower, lies the dungeon. Only adventurers who form partnerships with the gods themselves have any hope of defeating the monsters that lie within. But the dungeon is not the only place where monsters exist. Far from Orario, in the ruins of an ancient city, a new threat arises. To counter this threat, the goddess Artemis has come to Orario in search of a champion—but it’s not Ais Wallenstein (the legendary Sword Princess) nor Ottar (the strongest warrior to ever enter the dungeon) that she chooses. Rather it is Bell Cranel, a newbie adventurer partnered with a low-tier goddess.",,https://moviehdtv.com/uploads/posts/covers/dungeons-dragons-the-book-of-vile-darkness-2021-hindi-dual-audio-hdrip-300mb.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Dungeon.2.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Dungeons.webp,,2026-06-28T07:07:29.633359+00:00,
5250-dungeons-dragons-the-book-of-vile-darkness-2021-hindi-dual-audio-720p-hdrip-900mb,https://moviedbhub.com/5250-dungeons-dragons-the-book-of-vile-darkness-2021-hindi-dual-audio-720p-hdrip-900mb.html,Dungeons & Dragons: The Book of Vile Darkness (2021) Hindi Dual Audio 720p HDRip [900MB],https://moviehdtv.com/uploads/posts/covers/Dungeons-Dragons.webp,"November 22, 2021",0,movie,: Dungeons & Dragons: The Book of Vile Darkness,2021,Mkv,900MB,ja,,Action|Adventure|Comedy|Fantasy|Romance|Animation,"Yoshitsugu Matsuoka as Bell Cranel (voice), Inori Minase as Hestia (voice), Maaya Sakamoto as Artemis (voice), Saori Onishi as Wallenstein Ais (voice), Maaya Uchida as Arde Liliruca (voice), Saori Hayami as Lion Ryu (voice), Ai Kayano as Asfi Al Andromeda (voice), Yoshimasa Hosoya as Crozzo Welf (voice), Soma Saito as Hermes (voice), Shizuka Ishigami as Flover Syr (voice), Juri Kimura as Viridis Lefiya (voice), Yoko Hikasa as Freya (voice), Rie Murakawa as Tiona Hiryute (voice), Minami Takahashi as Tione Hiryute (voice), Mutsumi Tamura as Finn Deimne (voice), Nobuhiko Okamoto as Bete Loga (voice), Yurika Kubo as Loki (voice)",- 7.754,,,"In the city of Orario, beneath an impossibly tall tower, lies the dungeon. Only adventurers who form partnerships with the gods themselves have any hope of defeating the monsters that lie within. But the dungeon is not the only place where monsters exist. Far from Orario, in the ruins of an ancient city, a new threat arises. To counter this threat, the goddess Artemis has come to Orario in search of a champion—but it’s not Ais Wallenstein (the legendary Sword Princess) nor Ottar (the strongest warrior to ever enter the dungeon) that she chooses. Rather it is Bell Cranel, a newbie adventurer partnered with a low-tier goddess.",,https://moviehdtv.com/uploads/posts/covers/Dungeons-Dragons.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Dungeons_Dragons.The.Book.of.Vile.Darkness.-2012-.2.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Dungeons_Dragons.The.Book.of.Vile.Darkness.-2012.webp,,2026-06-28T07:07:29.698472+00:00,
174230-ye-mard-bechara-2021-movie-480p,https://moviedbhub.com/174230-ye-mard-bechara-2021-movie-480p.html,Ye Mard Bechara (2021) Movie 480p Pre-DVDRip – [400MB],https://moviehdtv.com/uploads/posts/covers/ye-mard-bechara-2021-movie-480p.webp,"November 22, 2021",0,movie,: Ye Mard Bechara,2021,,400MB 400MB,hi,,Comedy,"Veeraj Rao as Shivam Sharma, Manukriti Pahwa as Shivalika Khanna, Brijendra Kala as Murli Prasad Sharma, Seema Pahwa as Shanti Devi",,,,"The man (mard) hurt too because he is also a human, man (mard) is not to tilt someone using your force, Rather a man(mard) overcoming his weaknesses , Manhood is not that to spread voilence but to stop voilence, follow the path of non voilence, manhood is not to lord it over women but it is to respect equality , to be a man (mard ) Not to give pain but to understand the pain of others because the man (mard) hurt too.. the name of the realization of the same pain "" yemardbechara""",,https://moviehdtv.com/uploads/posts/covers/ye-mard-bechara-2021-movie-480p.webp,,2026-06-28T07:07:29.769435+00:00,
7945-wrath-of-the-titans-2012-hindi-dual-audio-720p-bluray-1gb,https://moviedbhub.com/7945-wrath-of-the-titans-2012-hindi-dual-audio-720p-bluray-1gb.html,Wrath of the Titans (2012) Hindi Dual Audio 720p BluRay [1GB],https://moviehdtv.com/uploads/posts/covers/wrath-of-the-titans-2012-hindi-dual-audio-720p-bluray-1gb.webp,"November 19, 2021",0,movie,: Wrath of the Titans,2012,Mkv,1GB,en,,Fantasy|Adventure,"Sam Worthington as Perseus, Liam Neeson as Zeus, Ralph Fiennes as Hades, Rosamund Pike as Andromeda, Bill Nighy as Hephaestus, Edgar Ramírez as Ares, Toby Kebbell as Argenor, Danny Huston as Poseidon, Sinéad Cusack as Clea, John Bell as Helius, Lily James as Korrina, Alejandro Naranjo as Mantius, Freddy Drabble as Apollo, Kathryn Carpenter as Athena, Matt Milne as Elite Guard No. 1, Kett Turton as Elite Guard No. 2, Spencer Wilding as Minotaur, Juan Reyes as Prison Warden, Jorge Guimerá as Theodulus, Asier Macazaga as Theron, Daniel Galindo Rojas as Eustachius, Lamberto Guerra as Timon, George Blagden as Soldier 1, Killian Burke as Soldier 2, Alastair Cording as Villager 1, Caoilfhionn Dunne as Woman 1, Martin Bayfield as Cyclops",- 5.707,,,"Perseus tries to live a quieter life as a village fisherman while - dangerously weakened by humanity's lack of devotion - the gods are losing control of the long-imprisoned Titans and their ferocious leader, Kronos.",,https://moviehdtv.com/uploads/posts/covers/wrath-of-the-titans-2012-hindi-dual-audio-720p-bluray-1gb.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Wrath.of.the.Titans.2012.webp,,2026-06-28T07:07:29.851273+00:00,
349195-faq-about-time-travel-2009-hindi-dubbed-hdrip-270mb,https://moviedbhub.com/349195-faq-about-time-travel-2009-hindi-dubbed-hdrip-270mb.html,FAQ About Time Travel (2009) Hindi Dubbed HDRip 270MB,https://moviehdtv.com/uploads/posts/covers/faq-about-time-travel-2009-hindi-dubbed-hdrip-270mb.webp,"November 22, 2021",0,movie,: FAQ About Time Travel,2009,Mkv,270MB,en,,Comedy|Drama|Romance|Science Fiction,"Chris O'Dowd as Ray, Dean Lennox Kelly as Pete, Anna Faris as Cassie, Meredith MacNeill as Millie, Marc Wootton as Toby, Ray Gardner as Mellor, Nick Ewans as Barry, Arthur Nightingale as Old Man, Paul Adams as Tramp, John Warman as Dart Player",- 6.906,,,Follows three social outcasts -- two geeks and a cynic -- as they attempt to navigate a time-travel conundrum in the middle of a British pub. Faris plays a girl from the future who sets the adventure in motion.,,https://moviehdtv.com/uploads/posts/covers/faq-about-time-travel-2009-hindi-dubbed-hdrip-270mb.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-FAQ.2.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-FAQ.webp,,2026-06-28T07:07:29.956891+00:00,
351890-warning-2021-punjabi-movie-480p,https://moviedbhub.com/351890-warning-2021-punjabi-movie-480p.html,Warning (2021) Punjabi Movie 480p Pre-DVDRip – [400MB],https://moviehdtv.com/uploads/posts/covers/warning-2021-punjabi-movie-480p.webp,"November 20, 2021",0,movie,: Warning,2021,,400MB 400MB,en,,Science Fiction,"Alex Pettyfer as Liam, Alice Eve as Claire, Annabel Mullion as Dora, Annabelle Wallis as Nina, Benedict Samuel as Vincent, Tomasz Kot as Brian, Charlotte Le Bon as Charlotte, Garance Marillier as Magda, Kylie Bunbury as Anna, Patrick Schwarzenegger as Ben, Rupert Everett as Charlie, Thomas Jane as David, Toni Garrn as Olivia, Richard Pettyfer as Ron, James D'Arcy as The Voice of God",- 5.018,,,"Loneliness, death and the meaning of life, explored through vastly separate lives colliding in interweaving short stories set in future Earth.",,https://moviehdtv.com/uploads/posts/covers/warning-2021-punjabi-movie-480p.webp,,2026-06-28T07:07:30.339680+00:00,
113540-warning-2021-punjabi-movie-720p,https://moviedbhub.com/113540-warning-2021-punjabi-movie-720p.html,Warning (2021) Punjabi Movie 720p Pre-DVDRip x264 [1GB],https://moviehdtv.com/uploads/posts/covers/warning-2021-punjabi-movie-720p.webp,"November 20, 2021",0,movie,: Warning,2021,Mkv and Mp4,1GB 1GB,en,,Science Fiction,"Alex Pettyfer as Liam, Alice Eve as Claire, Annabel Mullion as Dora, Annabelle Wallis as Nina, Benedict Samuel as Vincent, Tomasz Kot as Brian, Charlotte Le Bon as Charlotte, Garance Marillier as Magda, Kylie Bunbury as Anna, Patrick Schwarzenegger as Ben, Rupert Everett as Charlie, Thomas Jane as David, Toni Garrn as Olivia, Richard Pettyfer as Ron, James D'Arcy as The Voice of God",- 5.018,,,"Loneliness, death and the meaning of life, explored through vastly separate lives colliding in interweaving short stories set in future Earth.",,https://moviehdtv.com/uploads/posts/covers/warning-2021-punjabi-movie-720p.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Warning.2.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Warning.webp,,2026-06-28T07:07:30.426637+00:00,
215075-bunty-aur-babli-2-2021-hindi-movie-480p,https://moviedbhub.com/215075-bunty-aur-babli-2-2021-hindi-movie-480p.html,Bunty Aur Babli 2 (2021) Hindi Movie 480p Pre-DVDRip – [450MB],https://moviehdtv.com/uploads/posts/covers/bunty-aur-babli-2-2021-hindi-movie-480p.webp,"November 19, 2021",0,movie,: Bunty Aur Babli 2,2021,,450MB 450MB,hi,,Comedy|Crime|Drama,"Saif Ali Khan as Rakesh Trivedi aka ""Bunty"", Rani Mukerji as Vimmy Trivedi aka ""Babli"", Siddhant Chaturvedi as Kunal Singh aka ""Bunty"", Sharvari Wagh as Sonia Rawat aka ""Babli"", Pankaj Tripathi as Inspector Jatayu Singh, Agrim Mittal as Pappu Trivedi, Rajiv Gupta as Inspector Rajiv Gupta, Brijendra Kala as Mahmood, Prem Chopra as , Gopal Datt as Nandkishore, Yashpal Sharma as Mayor Chhutwa Chaubey, Mohit Baghel as Golu Chaubey, Asrani as Thehrey Singh, Neeraj Sood as Chaddha, Sapna Sand as MLA Pyaari Didi",- 6.8,,,"Bunty and Babli are forced out of retirement as a new pair of cons emerge, doing robberies in their name with their trademark sigil across India.",,https://moviehdtv.com/uploads/posts/covers/bunty-aur-babli-2-2021-hindi-movie-480p.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Bunty.Aur.Babli.2.(2021.webp,,2026-06-28T07:07:30.622179+00:00,
38045-wrath-of-the-titans-2012-hindi-dual-audio-480p-bluray-350mb,https://moviedbhub.com/38045-wrath-of-the-titans-2012-hindi-dual-audio-480p-bluray-350mb.html,Wrath of the Titans (2012) Hindi Dual Audio 480p BluRay 350MB,https://moviehdtv.com/uploads/posts/covers/wrath-of-the-titans-2012-hindi-dual-audio-480p-bluray-350mb.webp,"November 19, 2021",0,movie,: Wrath of the Titans,2012,Mkv,350MB,en,,Fantasy|Adventure,"Sam Worthington as Perseus, Liam Neeson as Zeus, Ralph Fiennes as Hades, Rosamund Pike as Andromeda, Bill Nighy as Hephaestus, Edgar Ramírez as Ares, Toby Kebbell as Argenor, Danny Huston as Poseidon, Sinéad Cusack as Clea, John Bell as Helius, Lily James as Korrina, Alejandro Naranjo as Mantius, Freddy Drabble as Apollo, Kathryn Carpenter as Athena, Matt Milne as Elite Guard No. 1, Kett Turton as Elite Guard No. 2, Spencer Wilding as Minotaur, Juan Reyes as Prison Warden, Jorge Guimerá as Theodulus, Asier Macazaga as Theron, Daniel Galindo Rojas as Eustachius, Lamberto Guerra as Timon, George Blagden as Soldier 1, Killian Burke as Soldier 2, Alastair Cording as Villager 1, Caoilfhionn Dunne as Woman 1, Martin Bayfield as Cyclops",- 5.707,,,"Perseus tries to live a quieter life as a village fisherman while - dangerously weakened by humanity's lack of devotion - the gods are losing control of the long-imprisoned Titans and their ferocious leader, Kronos.",,https://moviehdtv.com/uploads/posts/covers/wrath-of-the-titans-2012-hindi-dual-audio-480p-bluray-350mb.webp|https://moviehdtv.com/uploads/posts/covers/Screenshot-Warth-of-The-Titans-2012.webp,,2026-06-28T07:07:30.767664+00:00,
