id,href,title,cover_image,date_posted,page,content_type,movie_name,release_year,format,size,original_lang,quality,genres,cast,imdb_rating,season,episodes,synopsis,categories,screenshots,watch_online,scraped_at,detail_error
637700-this-is-not-a-murder-mystery-season-1-hindi-english-audio-web-dl-720p-480p-1080p-all-episodes,https://moviehdtv.com/637700-this-is-not-a-murder-mystery-season-1-hindi-english-audio-web-dl-720p-480p-1080p-all-episodes.html,This Is Not a Murder Mystery Season 1 Hindi - English Audio WEB-DL 720p - 480p - 1080p [ALL EPISODES],https://moviehdtv.com/uploads/posts/covers/This-Is-Not-a-Murder-Mystery-1.webp,26 Jun 2026,1,series,: This Is Not a Murder Mystery,2026,MKV,3GB - 1GB - 7.2GB,Hi,,Crime|Drama|Mystery,"Pierre Gervais, Stephen Tompkinson, Aoibhinn McGinnity, Florence Hall, Mike Hoffmann, Regina Bikkinina, Geert Van Rampelberg, Brendan O'Rourke, Lauren Versnick, Pierre Lognay",- 7.0,,,"A unique, visually stunning and surprising whodunit set in the flamboyant 1930s, ""This Is Not A Murder Mystery"" reunites world-renowned Surrealist artists, including young Salvador Dalí and René Magritte, who find themselves trapped in a lavish mansion with a mysterious serial killer on the loose.—Panenka.tv",,https://moviehdtv.com/uploads/posts/covers/Screenshot-This-Is-Not-a-Murder-Mystery-Season-1-1.webp|https://moviehdtv.com/uploads/posts/covers/Screenshot-This-Is-Not-a-Murder-Mystery-Season-1-2.webp|https://moviehdtv.com/uploads/posts/covers/Screenshot-This-Is-Not-a-Murder-Mystery-Season-1-3.webp|https://moviehdtv.com/uploads/posts/covers/Screenshot-This-Is-Not-a-Murder-Mystery-Season-1-4.webp,,2026-06-28T06:56:20.798611+00:00,
637490-welcome-to-the-jungle-2026-hindi-audio-hdtc-720p-480p-1080p,https://moviehdtv.com/637490-welcome-to-the-jungle-2026-hindi-audio-hdtc-720p-480p-1080p.html,Welcome to the Jungle 2026 Hindi Audio HDTC 720p - 480p - 1080p,https://moviehdtv.com/uploads/posts/covers/welcome-to-the-jungle-2026-hindi-audio-hdtc-720p--480p--1080p.webp,26 Jun 2026,1,movie,:,2026,MKV,519MB - 1.19GB - 2.5GB - 4.95GB,hi,,Action|Comedy,,,,,"A group of quirky characters gets stuck in a dangerous jungle during a chaotic mission. Filled with confusion, criminals, and hilarious situations, they must work together to survive and find their way out.",,https://moviehdtv.com/uploads/posts/covers/screenshot-Welcome.To.hdc2026.1.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Welcome.To.hdc2026.2.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Welcome.To.hdc2026.3.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Welcome.To.hdc2026.4.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Welcome.To.hdc2026.5.webp,,2026-06-28T06:56:20.861151+00:00,
637525-lingam-2026-season-1-hindi-tamil-audio-web-dl-720p-480p-1080p-all-episodes,https://moviehdtv.com/637525-lingam-2026-season-1-hindi-tamil-audio-web-dl-720p-480p-1080p-all-episodes.html,Lingam 2026 Season 1 Hindi - Tamil Audio WEB-DL 720p - 480p - 1080p [ALL EPISODES],https://moviehdtv.com/uploads/posts/covers/Lingam-2026-1.webp,26 Jun 2026,1,series,: Lingam,2026,MKV,3.1GB - 1.2GB - 6.7GB,Hi,,Crime|Thriller,"Poornima Ravi, Divya Bharathi, Kathir, Nikhila Sankar, Ragu Esaki, Vimal, Bose Venkat, Poornima Ravi",,,,"A kabaddi champion is wrongly accused of a crime, forcing him into an underworld he never sought. His transformation into a notorious figure stems from fate's cruel hand, not personal choice.",,https://moviehdtv.com/uploads/posts/covers/Screenshot-Lingam-2026-Season-1-1.webp|https://moviehdtv.com/uploads/posts/covers/Screenshot-Lingam-2026-Season-1-2.webp|https://moviehdtv.com/uploads/posts/covers/Screenshot-Lingam-2026-Season-1-3.webp|https://moviehdtv.com/uploads/posts/covers/Screenshot-Lingam-2026-Season-1-4.webp,,2026-06-28T06:56:20.908010+00:00,
637875-the-yeti-2026-hindi-english-dual-audio-webdl-720p-480p-1080p,https://moviehdtv.com/637875-the-yeti-2026-hindi-english-dual-audio-webdl-720p-480p-1080p.html,The Yeti 2026 Hindi - English Dual Audio WEB-DL 720p - 480p - 1080p,https://moviehdtv.com/uploads/posts/covers/the-yeti-2026-hindi--english-dual-audio-webdl-720p--480p--1080p.webp,26 Jun 2026,1,movie,:,2026,MKV,194MB - 402MB - 852MB - 1.27GB - 2.80GB,en,,Horror|Thriller,,- 6.381,,,"When an oil tycoon and a famous adventurer vanish into the harsh winter of remote northern Alaska, a hand-picked rescue team endeavors to bring them home. What they don’t know is that they are trespassing on The Yeti’s territory, and the elements are the least of their worries.",,https://moviehdtv.com/uploads/posts/covers/screenshot-The.Yeti.2026.1.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-The.Yeti.2026.2.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-The.Yeti.2026.3.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-The.Yeti.2026.4.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-The.Yeti.2026.5.webp,,2026-06-28T06:56:20.955693+00:00,
637630-perfect-family-2025-season-1-hindi-audio-web-dl-720p-480p-1080p-ep-02-added,https://moviehdtv.com/637630-perfect-family-2025-season-1-hindi-audio-web-dl-720p-480p-1080p-ep-02-added.html,Perfect Family 2025 Season 1 Hindi Audio WEB-DL 720p - 480p - 1080p [EP - 02 ADDED],https://moviehdtv.com/uploads/posts/covers/Perfect.Family.2025.webp,26 Jun 2026,1,series,: Perfect Family,2025,MKV,290MB - 1.66GB - 2.48GB,India,,Familial|Drame,"Neha Dhupia,Manoj Pahwa,Seema Pahwa,Gulshan Devaiah,गिरिजा ओक,Kaveri Seth,Hirva Samir Trivedi,Ronav Vaswani,Sachin Kathuria",- 3,,,"A Punjabi family appears happy but deals with hidden issues, attending therapy together to address mental health and family bonds while fighting cultural stigma.",,https://moviehdtv.com/uploads/posts/covers/screenshot-Perfect.Family.S01E01.1.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Perfect.Family.S01E01.2.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Perfect.Family.S01E01.3.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Perfect.Family.S01E02.4.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Perfect.Family.S01E02.5.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Perfect.Family.S01E02.6.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Perfect.Family.S01E02.7.webp,,2026-06-28T06:56:21.004865+00:00,
637560-dug-dug-2026-hindi-audio-web-dl-720p-480p-1080p,https://moviehdtv.com/637560-dug-dug-2026-hindi-audio-web-dl-720p-480p-1080p.html,Dug Dug 2026 Hindi Audio WEB-DL 720p - 480p - 1080p,https://moviehdtv.com/uploads/posts/covers/poster-dug-dug-2026.webp,26 Jun 2026,1,movie,: Dug Dug,2026,MKV,280MB - 1.1GB - 2.3GB,Hi,,Comedy and Music,"Altaf Khan, Durga Lal Saini, Sarvesh Vyas, Gaurav Soni, Yogendra Singh Parmar",- 7.2,,,Mysterious events in the wake of a freak motorcycle accident sow the seeds of a new religion.,,https://moviehdtv.com/uploads/posts/covers/screenshot-dug-dug-20261.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-dug-dug-20262.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-dug-dug-20263.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-dug-dug-20264.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-dug-dug-20265.webp,,2026-06-28T06:56:21.095768+00:00,
637980-navya-chakra-2026-hindi-audio-hdtc-720p-480p-1080p,https://moviehdtv.com/637980-navya-chakra-2026-hindi-audio-hdtc-720p-480p-1080p.html,Navya Chakra 2026 Hindi Audio HDTC 720p - 480p - 1080p,https://moviehdtv.com/uploads/posts/covers/Navya-Chakra-2026.webp,27 Jun 2026,1,movie,: Navya Chakra,2026,MKV,338MB - 794MB - 1.64GB - 3.21GB - 7.23GB,Hi,,Crime|Drama|and Thriller|Fantasy,Rohit S. Yadav,,,,"A series of brutal murders across different states throws the country into fear and confusion. The crimes appear completely unrelated, with no clear connection between the victims or the killers, making the investigation more disturbing with every passing day. As pressure builds on the authorities, the mystery continues to deepen and spread panic everywhere, attracting nationwide media attention and creating fear among ordinary people across the country. The investigation is initially led by officer Shweta Prahar, a sharp and determined investigator who begins noticing strange patterns hidden beneath the apparent randomness of the murders. During her search for answers, she discovers a major suspect who may be connected to the killings. But before she can expose the truth, Shweta herself is mysteriously murdered, leaving the entire department shocked. Following her death, the case is handed over to senior officer Krishnan Srinivasan Ganguli, known for his intelligence and calm approach towards difficult cases. As Ganguli begins retracing Shweta's investigation, he slowly uncovers clues that point towards something far bigger and darker operating behind the scenes. What first appears to be a chain of random murders soon turns into a disturbing mystery filled with hidden secrets, unexpected twists, and dangerous truths. As the investigation moves closer to reality, the line between crime and conspiracy begins to blur, leading Ganguli into a world far more terrifying than he ever imagined.",,https://moviehdtv.com/uploads/posts/covers/screenshot-Navya-Chakra-Hindi-2.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Navya-Chakra-Hindi-3.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Navya-Chakra-Hindi-4.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Navya-Chakra-Hindi-6.webp,,2026-06-28T06:56:21.195180+00:00,
637945-tera-mera-nata-2026-hindi-audio-hdtc-720p-480p-1080p,https://moviehdtv.com/637945-tera-mera-nata-2026-hindi-audio-hdtc-720p-480p-1080p.html,Tera Mera Nata 2026 Hindi Audio HDTC 720p - 480p - 1080p,https://moviehdtv.com/uploads/posts/covers/tera-mera-nata-et.webp,27 Jun 2026,1,movie,: Tera Mera Nata,2026,MKV,378MB - 890MB - 1.84GB - 3.62GB -8.18GB,hi,,Romance|Drama|family,,,,,"A heartfelt tale of love, family and emotional bonds, Tera Mera Nata explores relationships tested by time and circumstances. Screened at the 79th Cannes Film Festival, the film earned international acclaim for its emotional storytelling.",,https://moviehdtv.com/uploads/posts/covers/screenshot-Tera-Mera-Nata-2026-Hindi-1.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Tera-Mera-Nata-2026-Hindi-2.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Tera-Mera-Nata-2026-Hindi-3.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Tera-Mera-Nata-2026-Hindi-4.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Tera-Mera-Nata-2026-Hindi-5.webp,,2026-06-28T06:56:21.288565+00:00,
637840-drivers-ed-2026-hindi-english-dual-audio-webdl-720p-480p-1080p,https://moviehdtv.com/637840-drivers-ed-2026-hindi-english-dual-audio-webdl-720p-480p-1080p.html,Driver’s Ed 2026 Hindi - English Dual Audio WEB-DL 720p - 480p - 1080p,https://moviehdtv.com/uploads/posts/covers/drivers-ed-2026-hindi--english-dual-audio-webdl-720p--480p--1080p.webp,26 Jun 2026,1,movie,:,2026,MKV,366MB - 673MB - 1.00GB - 2.16GB - 2.29GB,en,,Comedy,,- 6.9,,,"A group of teens hit the road in a stolen driver's ed car, racing against time to help a lovesick high school senior track down his college-freshman girlfriend and win her back.",,https://moviehdtv.com/uploads/posts/covers/screenshot-Drivers.Ed.2026.1.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Drivers.Ed.2026.2.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Drivers.Ed.2026.3.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Drivers.Ed.2026.4.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Drivers.Ed.2026.5.webp,,2026-06-28T06:56:21.336065+00:00,
637735-the-death-of-robin-hood-2026-english-audio-camrip-720p-480p-1080p,https://moviehdtv.com/637735-the-death-of-robin-hood-2026-english-audio-camrip-720p-480p-1080p.html,The Death of Robin Hood 2026 English Audio CAMRip 720p - 480p - 1080p,https://moviehdtv.com/uploads/posts/covers/poster-the-death-of-robin-hood-20266.webp,26 Jun 2026,1,movie,: The Death of Robin Hood,2026,MKV,440MB - 730MB - 5GB,En,,Drama|Thriller|and Action,"Hugh Jackman, Bill Skarsgård, Katie Breen, Michael Hanna, Alfie Lawless, Noah Jupe, Amy McElhatton, Maggie Hayes, Elijah Ungvary, Murray Bartlett, Richie Wilson, Maeve Connelly, Clive Russell, Faith Delaney, Andrew McCracken, Fintan Shevlin, Jade Croot, Jodie Comer",- 6.4,,,"Grappling with his past after a life of crime and murder, Robin Hood finds himself gravely injured after a battle he thought would be his last. In the hands of a mysterious woman, he is offered a chance at salvation.",,https://moviehdtv.com/uploads/posts/covers/screenshot-the-death-of-robin-hood-202661.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-the-death-of-robin-hood-202662.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-the-death-of-robin-hood-202663.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-the-death-of-robin-hood-202664.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-the-death-of-robin-hood-202665.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-the-death-of-robin-hood-202666.webp,,2026-06-28T06:56:21.549641+00:00,
