id,href,title,cover_image,date_posted,page,content_type,movie_name,release_year,format,size,original_lang,quality,genres,cast,imdb_rating,season,episodes,synopsis,categories,screenshots,watch_online,scraped_at,detail_error
541870-nikka-zaildar-4-2025-punjabi-audio-web-dl-720p-480p-1080p,https://moviedbhub.com/541870-nikka-zaildar-4-2025-punjabi-audio-web-dl-720p-480p-1080p.html,Nikka Zaildar 4 2025 Punjabi WEB-DL 720p - 480p - 1080p,https://moviehdtv.com/uploads/posts/covers/Poster-Nikka-Zaildar-4-20025.webp,"November 28, 2025",0,movie,: Nikka Zaildar 4,2025,MKV,1.1GB - 460MB - 2.6GB,Pu,,Comedy|Drama|Romance,"Ammy Virk, Nirmal Rishi,B.N. Sharma, Nisha Bano, Gurmeet Saajan, Gurneet Singh Sahani, Anita Devgan,Sonia Kour, Parminder Gill, Sukhi Chahal, Sonam Bajwa",- 5.8,,,"Punjabi Man Nikka, falls in love with a woman. He must win her heart and get approval. Chaos ensues after marriage, as a big secret turns their married life into a rollercoaster of surprises and drama.",,https://moviehdtv.com/uploads/posts/covers/Poster-Nikka-Zaildar-4-20025.webp|https://moviehdtv.com/uploads/posts/covers/Screenshot-Nikka-Zaildar-4-20025.webp,,2026-06-28T07:00:03.841793+00:00,
541975-aaryan-2025-hindi-dual-audio-web-dl-720p-480p-1080p,https://moviedbhub.com/541975-aaryan-2025-hindi-dual-audio-web-dl-720p-480p-1080p.html,Aaryan 2025 Hindi Dual Audio WEB-DL 720p - 480p - 1080p,https://moviehdtv.com/uploads/posts/covers/Poster-Aaryan-2025.webp,"November 28, 2025",0,movie,: Aaryan,2025,MKV,1.2GB - 490MB - 2.7GB,Ta,,Action|Thriller|Crime,"Chandru, Abishek, Joseph George, K. Selvaraghavan, Jeeva Subramanian, Vishnu Vishal, Shraddha Srinath, Samragni Rajan, Maanasa Choudhary",- 7.0,,,"A struggling writer announces he'll commit the perfect crime, sparking a tense pursuit as police try to prevent his methodically planned killing spree.",,https://moviehdtv.com/uploads/posts/covers/Poster-Aaryan-2025.webp|https://moviehdtv.com/uploads/posts/covers/Screenshot-Aaryan-2025.webp,,2026-06-28T07:00:03.909404+00:00,
541940-extra-ordinary-man-2023-hindi-dual-audio-web-dl-720p-480p-1080p,https://moviedbhub.com/541940-extra-ordinary-man-2023-hindi-dual-audio-web-dl-720p-480p-1080p.html,Extra Ordinary Man 2023 Hindi Dual Audio WEB-DL 720p - 480p - 1080p,https://moviehdtv.com/uploads/posts/covers/Poster-Extra-Ordinary-Man-20233.webp,"November 28, 2025",0,movie,: Extra Ordinary Man,2023,MKV,1.4GB - 570MB - 3.2GB,Te,,Action|Drama,"Nithiin, Rajasekhar, Rao Ramesh, Brahmaji, Harsha Vardhan, Pavitra Naresh, Hyper Aadi, Jagadeesh Prathap Bandari, Satyasri, Hari Teja,Soniya Singh, Venkatesh Mummidi, Ravi Varma, Annapurnamma, Ajay, Rohini, Sudev Nair, Sreeleela",- 5.0,,,"Abhinay (Nithiin) is a junior artiste waiting for a miracle to become a hero. He meets Likitha (Sreeleela), a wealthy woman, falls in love with her, and becomes the CEO of her company. Finally, he gets a chance to be a hero, but things take a different turn.",,https://moviehdtv.com/uploads/posts/covers/Poster-Extra-Ordinary-Man-20233.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Extra.Ordinary.Man.2.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Extra.Ordinary.man.webp,,2026-06-28T07:00:04.068850+00:00,
541590-sunny-sanskari-ki-tulsi-kumari-2025-hindi-audio-web-dl-720p-480p-1080p,https://moviedbhub.com/541590-sunny-sanskari-ki-tulsi-kumari-2025-hindi-audio-web-dl-720p-480p-1080p.html,Sunny Sanskari Ki Tulsi Kumari 2025 Hindi WEB-DL 720p - 480p - 1080p,https://moviehdtv.com/uploads/posts/covers/Poster-Sunny-Sanskari-Ki-Tulsi-Kumari-20025.webp,"November 27, 2025",0,movie,: Sunny Sanskari Ki Tulsi Kumari,2025,MKV,1.1GB - 460MB - 2.7GB,Hi,,Romance|Comedy,"Varun Dhawan, Rohit Saraf, Abhinav Sharma, Akshay Oberoi, Mallika Chhabra, Monika Kohli, Rohitash Gaud, Kavita Pais, Akshaan Sehrawat, Dharna Durga, Madan Nazneen, Gaurav Sikri, Manini Chadha, Maniesh Paul, Sanya Malhotra, Janhvi Kapoor",- 6.2,,,"When a mischievous liar (Varun Dhawan) falls in love at first sight with a sharp-witted girl (Janhvi Kapoor), his web of lies sparks a hilarious love tangle-where Tulsi wants Sunny, Sunny hides behind Bantu, Vikram wants Tulsi but craves Ananya, and Ananya secretly wants Sunny. Packed with romance, comedy, drama, and a wedding-day twist, this Bollywood roller coaster proves that sometimes the biggest liar has the truest heart.",,https://moviehdtv.com/uploads/posts/covers/Poster-Sunny-Sanskari-Ki-Tulsi-Kumari-20025.webp|https://moviehdtv.com/uploads/posts/covers/Screenshot-Sunny-Sanskari-Ki-Tulsi-Kumari-20025.webp,,2026-06-28T07:00:04.133263+00:00,
541660-predator-badlands-2025-hindi-dual-audio-web-dl-720p-480p-1080p,https://moviedbhub.com/541660-predator-badlands-2025-hindi-dual-audio-web-dl-720p-480p-1080p.html,Predator: Badlands 2025 Hindi Dual Audio WEB-DL 720p - 480p - 1080p,https://moviehdtv.com/uploads/posts/covers/Poster-Predator-Badlands-20255.webp,"November 27, 2025",0,movie,: Predator: Badlands,2025,MKV,1GB - 420MB - 2.3GB,En,,Action|Science Fiction|Adventure,"Elle Fanning, Ravi Narayan, Stefan Grube, Cameron Brown, Matt Duffer, Ross Duffer, Alison Wright, Reuben de Jong, Reuben de Jong, Dimitrius Schuster-Koloamatangi",- 7.5,,,A young Predator outcast from his clan finds an unlikely ally on his journey in search of the ultimate adversary.,,https://moviehdtv.com/uploads/posts/covers/Poster-Predator-Badlands-20255.webp|https://moviehdtv.com/uploads/posts/covers/Screenshot-Predator-Badlands-200255.webp,,2026-06-28T07:00:04.205493+00:00,
542010-aan-paavam-pollathathu-2025-hindi-dual-audio-web-dl-720p-480p-1080p,https://moviedbhub.com/542010-aan-paavam-pollathathu-2025-hindi-dual-audio-web-dl-720p-480p-1080p.html,Aan Paavam Pollathathu 2025 Hindi Dual Audio WEB-DL 720p - 480p - 1080p,https://moviehdtv.com/uploads/posts/covers/Poster-Aan-Paavam-Pollathathu-2025.webp,"November 28, 2025",0,movie,: Aan Paavam Pollathathu,2025,MKV,1.1GB - 440MB - 2.5GB,Ta,,Comedy|Romance|Drama,"Rio Raj, Rj Vigneshkanth Jensan Diwakar, Jensan Diwakar, Sheela Rajkumar,Malavika Manoj",- 7.2,,,"A middle-class husband struggles to accept his wife's modern, progressive attitudes, creating tension in their marriage.",,https://moviehdtv.com/uploads/posts/covers/Poster-Aan-Paavam-Pollathathu-2025.webp|https://moviehdtv.com/uploads/posts/covers/Screenshot-Aan-Paavam-Pollathathu-2025.webp,,2026-06-28T07:00:04.221438+00:00,
541905-ghoda-dhai-kadam-2023-punjabi-audio-web-dl-720p-480p-1080p,https://moviedbhub.com/541905-ghoda-dhai-kadam-2023-punjabi-audio-web-dl-720p-480p-1080p.html,Ghoda Dhai Kadam 2023 Punjabi WEB-DL 720p - 480p - 1080p,https://moviehdtv.com/uploads/posts/covers/Poster-Ghoda-Dhai-Kadam-2023.webp,"November 28, 2025",0,movie,: Ghoda Dhai Kadam,2023,MKV,920MB - 380MB - 2.1GB,Pu,,Action|Drama|Family,"Raj Singh Jhinjar, Sippy Gill, Arpita Madaan, Tarsem Paul, Gurpreet Singh, Gurpreet Singh, Jatin Sharma, Deep Mandeep, Sara Gurpal, Kabal Gill",- 6.4,,,"Story of a family with power over seven villages for many decades. Now in modern times, three brothers Jassa (Raj Singh Jhinjar) Guri (Jatin Sharma) and Jeeta (Sippy Gill) will take over the reins to rule these villages but one of the brothers gets killed mysteriously. When 'Jassa' takes charge for the seven villages, 'Jeeta' who's been dead for many years comes back to life and the mystery unfolds.",,https://moviehdtv.com/uploads/posts/covers/Poster-Ghoda-Dhai-Kadam-2023.webp|https://moviehdtv.com/uploads/posts/covers/Screenshot-Ghoda-Dhai-Kadam-2023.webp,,2026-06-28T07:00:04.271789+00:00,
541625-kantara-a-legend-chapter-1-2025-hindi-dual-audio-web-dl-720p-480p-1080p,https://moviedbhub.com/541625-kantara-a-legend-chapter-1-2025-hindi-dual-audio-web-dl-720p-480p-1080p.html,Kantara – A Legend Chapter: 1 2025 Hindi Dual Audio WEB-DL 720p - 480p - 1080p,https://moviehdtv.com/uploads/posts/covers/Poster-Kantara-Chapter-2-20255.webp,"November 27, 2025",0,movie,: Kantara – A Legend Chapter: 1,2025,MKV,1.6GB - 650MB - 3.6GB,Ka,,Action|Drama|Fantasy,"Rishab Shetty, Jayaram,Pramod Shetty, Mangala N., Achyuth Kumar, Prakash Thuminad, Sampath Ram, Rakesh Poojari, Mutant Raghu, Ramitha Shailendra, Mithun Raj, Ranjan Shetty, Deepak Rai Panaje, Naveen D. Padil, Bala Rajwadi, Hariprashanth, Gulshan Devaiah, Rukmini Vasanth",- 8.3,,,"Set against the era of the Kadamba dynasty, Kantara: Chapter 1 explores the origins of the sacred traditions of Bhoothakola, tracing the divine emergence of Panjurli Daiva and Guliga Daiva. Through a powerful blend of history, mythology, and spirituality, the film unveils how these eternal guardians came to be revered as protectors of dharma and culture.",,https://moviehdtv.com/uploads/posts/covers/Poster-Kantara-Chapter-2-20255.webp|https://moviehdtv.com/uploads/posts/covers/Screenshot-Kantara-Chapter-2-20255.webp,,2026-06-28T07:00:04.410102+00:00,
541450-jingle-bell-heist-2025-hindi-dual-audio-web-dl-720p-480p-1080p,https://moviedbhub.com/541450-jingle-bell-heist-2025-hindi-dual-audio-web-dl-720p-480p-1080p.html,Jingle Bell Heist 2025 Hindi Dual Audio WEB-DL 720p - 480p - 1080p,https://moviehdtv.com/uploads/posts/covers/Poster-Jingle-Bell-Heist-2025.webp,"November 26, 2025",0,movie,: Jingle Bell Heist,2025,MKV,630MB - 330MB - 1.2GB,En,,Romance|Crime|Comedy,"Olivia Holt, Lucy Punch, Natasha Joseph, Michael Salami, Jess Lloyd-Jones, Ellie Nunn, Alara-Star Khan,Nicola Alexis, Ada Player, Homer Todiwala, Ed Kear,Chyna-Rose Frederick, James Dryden, Mariah Louca, Belal Sabir, Poppy Drayton, Peter Serafinowicz, Connor Swindells",,,,"At the height of the holiday season, two strangers team up to rob one of London's most famous department stores while accidentally falling in love.",,https://moviehdtv.com/uploads/posts/covers/Poster-Jingle-Bell-Heist-2025.webp|https://moviehdtv.com/uploads/posts/covers/Screenshot-Jingle-Bell-Heist-2025.webp,,2026-06-28T07:00:04.459266+00:00,
541485-she-rides-shotgun-2025-hindi-dual-audio-web-dl-720p-480p-1080p,https://moviedbhub.com/541485-she-rides-shotgun-2025-hindi-dual-audio-web-dl-720p-480p-1080p.html,She Rides Shotgun 2025 Hindi Dual Audio WEB-DL 720p - 480p - 1080p,https://moviehdtv.com/uploads/posts/covers/Poster-She-Rides-Shotgun-2025.webp,"November 26, 2025",0,movie,: She Rides Shotgun,2025,MKV,1.2GB - 590MB - 2.3GB,En,,Action|Thriller|Crime,"Ana Sophia Heger, Goldie Tom, Kiko Sanchez, Rob Yang, David Lyons, Rebecca Hill Casey, Edgar Damatian, Matt Roszak, Santiago Segura, Ryan de Quintal, Keith Jardine, John Carroll Lynch, Conrad R. Padilla, Travis Hammer, Odessa A'zion, Loren Anthony, Taron Egerton, Jamie Bernadette",- 6.5,,,"After years in prison, Nate (Egerton) has made some dangerous enemies, including the powerful criminal gang he worked for on the inside. Desperate for a fresh start, Nate cuts ties with his old crew on his release from prison, but the gang retaliates by putting a hit on his family. Nate picks up Polly, the shy 11-year-old daughter he hardly knows, and goes on the run to keep her out of harm's way. As they attempt to stay off the radar, it becomes clear that their enemies are relentless and won't give up easily. Nate teaches Polly how to survive and watches her transform from a timid little girl into a formidable force. In turn, Nate learns what loving unconditionally means as he bonds with his daughter and battles for their future.",,https://moviehdtv.com/uploads/posts/covers/Poster-She-Rides-Shotgun-2025.webp|https://moviehdtv.com/uploads/posts/covers/Screenshot-She-Rides-Shotgun-2025.webp,,2026-06-28T07:00:04.662589+00:00,
