id,href,title,cover_image,date_posted,page,content_type,movie_name,release_year,format,size,original_lang,quality,genres,cast,imdb_rating,season,episodes,synopsis,categories,screenshots,watch_online,scraped_at,detail_error
44065-mitta-2019-hindi-movie-480p-hdrip-330mb,https://moviedbhub.com/44065-mitta-2019-hindi-movie-480p-hdrip-330mb.html,Mitta 2019 Hindi Movie 480p HDRip - [330MB],https://moviehdtv.com/uploads/posts/covers/mitta-2019-hindi-movie-480p-hdrip-330mb.webp,"January 25, 2019",0,movie,: Mitta,2019,,330MB 330MB,en,,Animation,,,,,"The film creates a precise balance between abstraction and figurativeness, for example, when rectangles suddenly become perceptible as windows due to a creaking noise and a movement.",,https://moviehdtv.com/uploads/posts/covers/mitta-2019-hindi-movie-480p-hdrip-330mb.webp,,2026-06-28T07:18:39.614025+00:00,
108325-rubaru-roshni-2019-hindi-720p-hdrip-x264-600mb,https://moviedbhub.com/108325-rubaru-roshni-2019-hindi-720p-hdrip-x264-600mb.html,Rubaru Roshni (2019) Hindi 720p HDRip x264 [600MB],https://moviehdtv.com/uploads/posts/covers/rubaru-roshni-2019-hindi-720p-hdrip-x264-600mb.webp,"January 26, 2019",0,movie,: Rubaru Roshni,2019,Mkv and Mp4,600MB 600MB,hi,,Documentary,Aamir Khan as Himself,- 7.7,,,"The movie traces three real-life incidents that took place in '80s, 90s and 2000s respectively through the stories titled 'Orphan and the Convict', 'The Farmer and the Nun' and 'The Terror and the Mom'.",,https://moviehdtv.com/uploads/posts/covers/rubaru-roshni-2019-hindi-720p-hdrip-x264-600mb.webp,,2026-06-28T07:18:39.661852+00:00,
215425-dhadak-2018-hindi-movie-480p-bluray-400mb,https://moviedbhub.com/215425-dhadak-2018-hindi-movie-480p-bluray-400mb.html,Dhadak (2018) Movie 480p BluRay - [400MB],https://moviehdtv.com/uploads/posts/covers/dhadak-2018-hindi-movie-480p-bluray-400mb.webp,"January 25, 2019",0,movie,: Dhadak,2018,,400MB 400MB,hi,,Romance|Drama|Comedy,"Ishaan Khattar as Madhukar, Janhvi Kapoor as Parthavi, Ashutosh Rana as Ratan Singh, Parthavi's father, Aditya Kumar as Roop, Parthavi's brother, Aishwarya Narkar as Madhukar's mother, Kharaj Mukherjee as Sachin Bhowmick, Shubhaavi Choksey as Promila Bhowmick (as Shubhavi Harshal Choksey), Shalini Kapoor as Parthavi's Mother, Ishika Gagneja as Ambika, Ankit Bisht as Gokul, Janhavi Dave as Anuradha, Durgesh Kumar as Bheema, Shridhar Watsar as Purshottam, Vishwanath Chatterjee as Inspector Shekawat",- 7.442,,,"Madhukar and Parthavi fall head over heels in love with each other, but the fact that they belong to different castes of society, becomes an obstacle in their romance. The lovers dare to go against societal norms and battle all odds for the sake of love.",,https://moviehdtv.com/uploads/posts/covers/dhadak-2018-hindi-movie-480p-bluray-400mb.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Dhada.2011.1.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Dhada.2011.webp,,2026-06-28T07:18:39.915570+00:00,
2695-mitta-2019-hindi-movie-720p-hdrip-x264-830mb,https://moviedbhub.com/2695-mitta-2019-hindi-movie-720p-hdrip-x264-830mb.html,Mitta 2019 Hindi Movie 720p HDRip x264 [830MB],https://moviehdtv.com/uploads/posts/covers/mitta-2019-hindi-movie-720p-hdrip-x264-830mb.webp,"January 25, 2019",0,movie,: Mitta,2019,Mkv and Mp4,830MB 830MB,en,,Animation,,,,,"The film creates a precise balance between abstraction and figurativeness, for example, when rectangles suddenly become perceptible as windows due to a creaking noise and a movement.",,https://moviehdtv.com/uploads/posts/covers/mitta-2019-hindi-movie-720p-hdrip-x264-830mb.webp,,2026-06-28T07:18:39.961556+00:00,
342860-rubaru-roshni-2019-movie-480p-hdrip-300mb,https://moviedbhub.com/342860-rubaru-roshni-2019-movie-480p-hdrip-300mb.html,Rubaru Roshni (2019) Movie 480p HDRip - [300MB],https://moviehdtv.com/uploads/posts/covers/rubaru-roshni-2019-movie-480p-hdrip-300mb.webp,"January 26, 2019",0,movie,: Rubaru Roshni,2019,,300MB 300MB,hi,,Documentary,Aamir Khan as Himself,- 7.7,,,"The movie traces three real-life incidents that took place in '80s, 90s and 2000s respectively through the stories titled 'Orphan and the Convict', 'The Farmer and the Nun' and 'The Terror and the Mom'.",,https://moviehdtv.com/uploads/posts/covers/rubaru-roshni-2019-movie-480p-hdrip-300mb.webp,,2026-06-28T07:18:40.142031+00:00,
279895-dhadak-2018-movie-720p-bluray-x264-1-1gb,https://moviedbhub.com/279895-dhadak-2018-movie-720p-bluray-x264-1-1gb.html,Dhadak (2018) Movie 720p BluRay x264 [1.1GB],https://moviehdtv.com/uploads/posts/covers/dhadak-2018-movie-720p-bluray-x264-1-1gb.webp,"January 25, 2019",0,movie,: Dhadak,2018,Mkv and Mp4,1.1GB 1.1GB,hi,,Romance|Drama|Comedy,"Ishaan Khattar as Madhukar, Janhvi Kapoor as Parthavi, Ashutosh Rana as Ratan Singh, Parthavi's father, Aditya Kumar as Roop, Parthavi's brother, Aishwarya Narkar as Madhukar's mother, Kharaj Mukherjee as Sachin Bhowmick, Shubhaavi Choksey as Promila Bhowmick (as Shubhavi Harshal Choksey), Shalini Kapoor as Parthavi's Mother, Ishika Gagneja as Ambika, Ankit Bisht as Gokul, Janhavi Dave as Anuradha, Durgesh Kumar as Bheema, Shridhar Watsar as Purshottam, Vishwanath Chatterjee as Inspector Shekawat",- 7.442,,,"Madhukar and Parthavi fall head over heels in love with each other, but the fact that they belong to different castes of society, becomes an obstacle in their romance. The lovers dare to go against societal norms and battle all odds for the sake of love.",,https://moviehdtv.com/uploads/posts/covers/dhadak-2018-movie-720p-bluray-x264-1-1gb.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Dhadak-(2018).webp,,2026-06-28T07:18:40.218210+00:00,
89880-soorma-2018-hindi-movie-720p-bluray-x264-1gb,https://moviedbhub.com/89880-soorma-2018-hindi-movie-720p-bluray-x264-1gb.html,Soorma (2018) Movie 720p BluRay x264 [1GB],https://moviehdtv.com/uploads/posts/covers/soorma-2018-hindi-movie-720p-bluray-x264-1gb.webp,"January 25, 2019",0,movie,: Soorma,2018,Mkv and Mp4,1GB 1GB,hi,,Drama,"Diljit Dosanjh as Sandeep Singh, Taapsee Pannu as Harpreet, Danish Husain as Coach Kartar Singh, Angad Bedi as Bikramjeet Singh, Vijay Raaz as Harry, Kulbhushan Kharbanda as Chairman of Indian Hockey Federation, Satish Kaushik as Gurcharan Singh, Pitobash as , Herry Tangiri as",- 7.2,,,"Soorma, a comeback story of the hockey legend Sandeep Singh is a biopic that chronicles the life and times of the famed hockey player.",,https://moviehdtv.com/uploads/posts/covers/soorma-2018-hindi-movie-720p-bluray-x264-1gb.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Soorma (2018).webp,,2026-06-28T07:18:40.312935+00:00,
179130-soorma-2018-hindi-movie-480p-bluray-400mb,https://moviedbhub.com/179130-soorma-2018-hindi-movie-480p-bluray-400mb.html,Soorma (2018) Movie 480p BluRay - [400MB],https://moviehdtv.com/uploads/posts/covers/soorma-2018-hindi-movie-480p-bluray-400mb.webp,"January 25, 2019",0,movie,: Soorma,2018,,400MB 400MB,hi,,Drama,"Diljit Dosanjh as Sandeep Singh, Taapsee Pannu as Harpreet, Danish Husain as Coach Kartar Singh, Angad Bedi as Bikramjeet Singh, Vijay Raaz as Harry, Kulbhushan Kharbanda as Chairman of Indian Hockey Federation, Satish Kaushik as Gurcharan Singh, Pitobash as , Herry Tangiri as",- 7.2,,,"Soorma, a comeback story of the hockey legend Sandeep Singh is a biopic that chronicles the life and times of the famed hockey player.",,https://moviehdtv.com/uploads/posts/covers/soorma-2018-hindi-movie-480p-bluray-400mb.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Soorma.2018.1.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Soorma.2018.webp,,2026-06-28T07:18:40.455124+00:00,
208740-four-more-shots-please-2019-season-01-hindi-480p-and-720p-complete,https://moviedbhub.com/208740-four-more-shots-please-2019-season-01-hindi-480p-and-720p-complete.html,Four More Shots Please (2019) Season 01 Hindi 480p and 720p [Complete],https://moviehdtv.com/uploads/posts/covers/four-more-shots-please-2019-season-01-hindi-480p-and-720p-complete.webp,"January 25, 2019",0,series,: Four More Shots Please,2019,,,hi,720p / 480p,Drama|Comedy,"Sayani Gupta as Damini, Kirti Kulhari as Anjana Menon, Maanvi Gagroo as Siddhi Patel, Gurbani Judge as Umang Singh, Prateik Babbar as Jeh Wadia",- 6.2,,,"Four unapologetically flawed women live, love, blunder and discover what really makes them tick through friendship and tequila in millennial Mumbai.",,https://moviehdtv.com/uploads/posts/covers/four-more-shots-please-2019-season-01-hindi-480p-and-720p-complete.webp,,2026-06-28T07:18:40.512461+00:00,
83895-andhadhun-2018-hindi-movie-720p-bluray-x264-1-1gb,https://moviedbhub.com/83895-andhadhun-2018-hindi-movie-720p-bluray-x264-1-1gb.html,Andhadhun (2018) Hindi Movie 720p BluRay x264 [1.1GB],https://moviehdtv.com/uploads/posts/covers/andhadhun-2018-hindi-movie-720p-bluray-x264-1-1gb.webp,"January 24, 2019",0,movie,: Andhadhun,2018,Mkv and Mp4,1.1GB 1.1GB,hi,,Crime|Thriller|Comedy,"Ayushmann Khurrana as Akash, Radhika Apte as Sophie, Tabu as Simi Sinha, Anil Dhawan as Pramod Sinha, Rashmi Agdekar as Daani, Zakir Hussain as Dr. Swami, Ashwini Kalsekar as Rasika Jawanda, Manav Vij as Inspector Manohar Jawanda, Gopal Singh as Sub-Inspector Paresh, Chhaya Kadam as , Raash Pabri as",- 7.636,,,A series of mysterious events changes the life of a blind pianist who now must report a crime that was actually never witnessed by him.,,https://moviehdtv.com/uploads/posts/covers/andhadhun-2018-hindi-movie-720p-bluray-x264-1-1gb.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Andhadhun (2018).webp,,2026-06-28T07:18:40.648454+00:00,
