id,href,title,cover_image,date_posted,page,content_type,movie_name,release_year,format,size,original_lang,quality,genres,cast,imdb_rating,season,episodes,synopsis,categories,screenshots,watch_online,scraped_at,detail_error
188265-anwar-ka-ajab-kissa-2020-hindi-movie-720p-hdrip-x264-980mb,https://moviedbhub.com/188265-anwar-ka-ajab-kissa-2020-hindi-movie-720p-hdrip-x264-980mb.html,Anwar Ka Ajab Kissa 2020 Hindi Movie 720p HDRip x264 [980MB],https://moviehdtv.com/uploads/posts/covers/anwar-ka-ajab-kissa-2020-hindi-movie-720p-hdrip-x264-980mb.webp,"November 20, 2020",0,movie,: Anwar Ka Ajab Kissa,2020,Mkv and Mp4,980MB 980MB,hi,,Comedy|Drama,"Nawazuddin Siddiqui as Mohammad Anwar, Amrita Chattopadhyay as Nafisa, Pankaj Tripathi as Amol, Niharika Singh as Ayesha, Sohini Paul as , Ananya Chatterjee as Malini, Farrukh Jaffar as , Makrand Brahme as Dayashankar Joshi",- 7,,,"Anwar, a maverick detective works in a small detective agency in Kolkata. He has a habit of getting involved in the personal lives of his cases. In one such instance, he takes a case in his rural homeland and is forced to confront his own romantic tragedy.",,https://moviehdtv.com/uploads/posts/covers/anwar-ka-ajab-kissa-2020-hindi-movie-720p-hdrip-x264-980mb.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Anwar.Ka.Ajab.Kissa.(2020).webp,,2026-06-28T07:11:13.635622+00:00,
266315-anwar-ka-ajab-kissa-2020-hindi-movie-480p-hdrip-360mb,https://moviedbhub.com/266315-anwar-ka-ajab-kissa-2020-hindi-movie-480p-hdrip-360mb.html,Anwar Ka Ajab Kissa 2020 Hindi Movie 480p HDRip - [360MB],https://moviehdtv.com/uploads/posts/covers/anwar-ka-ajab-kissa-2020-hindi-movie-480p-hdrip-360mb.webp,"November 20, 2020",0,movie,: Anwar Ka Ajab Kissa,2020,,360MB 360MB,hi,,Comedy|Drama,"Nawazuddin Siddiqui as Mohammad Anwar, Amrita Chattopadhyay as Nafisa, Pankaj Tripathi as Amol, Niharika Singh as Ayesha, Sohini Paul as , Ananya Chatterjee as Malini, Farrukh Jaffar as , Makrand Brahme as Dayashankar Joshi",- 7,,,"Anwar, a maverick detective works in a small detective agency in Kolkata. He has a habit of getting involved in the personal lives of his cases. In one such instance, he takes a case in his rural homeland and is forced to confront his own romantic tragedy.",,https://moviehdtv.com/uploads/posts/covers/anwar-ka-ajab-kissa-2020-hindi-movie-480p-hdrip-360mb.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Anwar.2.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Anwar.webp,,2026-06-28T07:11:13.805010+00:00,
337715-target-number-one-2020-hindi-dual-audio-720p-bluray-1-1gb,https://moviedbhub.com/337715-target-number-one-2020-hindi-dual-audio-720p-bluray-1-1gb.html,Target Number One (2020) Hindi Dual Audio 720p BluRay [1.1GB],https://moviehdtv.com/uploads/posts/covers/target-number-one-2020-hindi-dual-audio-720p-bluray-1-1gb.webp,"November 20, 2020",0,movie,: Target Number One,2020,Mkv,1.1GB,en,,Thriller|Crime,"Antoine Olivier Pilon as Daniel Léger, Josh Hartnett as Victor Malarek, Stephen McHattie as Frank Cooper, Jim Gaffigan as Picker, J. C. MacKenzie as Arthur, Don McKellar as Norm, Rose-Marie Perreault as Mary, Frank Schorpion as Raiven, Frédéric Millaire-Zouvi as Michael, Amanda Crew as Anna Malarek, Cory Lipman as Al Cooper, Linda Sorgini as Daniel's Mother, Harry Standjofski as Robert McDonald, Kenneth Won as Lawyer Ensu, Sonny Chatwiriyachai as Colonel Channarong, Sahajak Boonthanakit as General Suchart, Dawn Lambing as Louise, Pierre Leblanc as Randy Brown, Alan Fawcett as John Woodbridge, Max Laferriere as Dubé",- 6.33,,,"Ex heroin junkie, Daniel Léger, gets involved in a drug deal with the wrong people for the wrong reasons. When the deal goes sour, Daniel gets thrown into a Thai prison and slapped with a 100-year sentence. While he tries to survive his Bangkok incarceration, the news of his conviction captures the attention of Globe and Mail journalist Victor Malarek, who decides to go after the shady undercover cops responsible for wrongly accusing Daniel.",,https://moviehdtv.com/uploads/posts/covers/target-number-one-2020-hindi-dual-audio-720p-bluray-1-1gb.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Target.Number.One.2020.2.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Target.Number.One.2020.webp,,2026-06-28T07:11:13.867043+00:00,
203770-target-number-one-2020-hindi-dual-audio-480p-bluray-640mb,https://moviedbhub.com/203770-target-number-one-2020-hindi-dual-audio-480p-bluray-640mb.html,Target Number One (2020) Hindi Dual Audio 480p BluRay 640MB,https://moviehdtv.com/uploads/posts/covers/target-number-one-2020-hindi-dual-audio-480p-bluray-640mb.webp,"November 20, 2020",0,movie,: Target Number One,2020,Mkv,640MB,en,,Thriller|Crime,"Antoine Olivier Pilon as Daniel Léger, Josh Hartnett as Victor Malarek, Stephen McHattie as Frank Cooper, Jim Gaffigan as Picker, J. C. MacKenzie as Arthur, Don McKellar as Norm, Rose-Marie Perreault as Mary, Frank Schorpion as Raiven, Frédéric Millaire-Zouvi as Michael, Amanda Crew as Anna Malarek, Cory Lipman as Al Cooper, Linda Sorgini as Daniel's Mother, Harry Standjofski as Robert McDonald, Kenneth Won as Lawyer Ensu, Sonny Chatwiriyachai as Colonel Channarong, Sahajak Boonthanakit as General Suchart, Dawn Lambing as Louise, Pierre Leblanc as Randy Brown, Alan Fawcett as John Woodbridge, Max Laferriere as Dubé",- 6.33,,,"Ex heroin junkie, Daniel Léger, gets involved in a drug deal with the wrong people for the wrong reasons. When the deal goes sour, Daniel gets thrown into a Thai prison and slapped with a 100-year sentence. While he tries to survive his Bangkok incarceration, the news of his conviction captures the attention of Globe and Mail journalist Victor Malarek, who decides to go after the shady undercover cops responsible for wrongly accusing Daniel.",,https://moviehdtv.com/uploads/posts/covers/target-number-one-2020-hindi-dual-audio-480p-bluray-640mb.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Target.Number.One.-2020-.1.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Target.Number.One.-2020.webp,,2026-06-28T07:11:13.960362+00:00,
45535-kaddipudi-2013-hindi-kanada-dual-audio-480p-uncut-hdrip-450mb,https://moviedbhub.com/45535-kaddipudi-2013-hindi-kanada-dual-audio-480p-uncut-hdrip-450mb.html,Kaddipudi (2013) (Hindi - Kanada) Dual Audio 480p UnCut HDRip 450MB,https://moviehdtv.com/uploads/posts/covers/kaddipudi-2013-hindi-kanada-dual-audio-480p-uncut-hdrip-450mb.webp,"November 18, 2020",0,movie,: Kaddipudi,2013,Mkv,300MB,kn,,Drama,"Shivaraj Kumar as , Radhika Pandit as , Rangayana Raghu as , Aindrita Ray as , Sharath Lohitashwa as , Rajesh Nataranga as",- 7,,,"A rowdy sheeter yearns for a peaceful life, but politicians use him as a pawn for their selfish ends and don't allow him to lead a normal life.",,https://moviehdtv.com/uploads/posts/covers/kaddipudi-2013-hindi-kanada-dual-audio-480p-uncut-hdrip-450mb.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Kaddipudi.(2013).webp,,2026-06-28T07:11:14.013209+00:00,
363615-thalaivaa-2013-hindi-tamil-dual-audio-480p-uncut-hdrip-550mb,https://moviedbhub.com/363615-thalaivaa-2013-hindi-tamil-dual-audio-480p-uncut-hdrip-550mb.html,Thalaivaa (2013) (Hindi - Tamil) Dual Audio 480p UnCut HDRip 550MB,https://moviehdtv.com/uploads/posts/covers/thalaivaa-2013-hindi-tamil-dual-audio-480p-uncut-hdrip-550mb.webp,"November 19, 2020",0,movie,: Thalaivaa,2013,Mkv,300MB,ta,,Action|Drama|Thriller,"Vijay as Vishwa (Vishwa Bhai), Amala Paul as Meera Narayanan, Sathyaraj as Ramadurai (Anna), Ponvannan as Ranga (Chithappa), Nassar as Ratnam, Santhanam as Logu, Suresh as Meera's Father, Y. G. Mahendran as Lawyer Radhakrishnan, Abhimanyu Singh as Bhima Bhai, Ragini Nandwani as Gowri, Rajeev Pillai as Raju, Udhaya as Video Kumar, Sathish Krishnan as Vishwa's Friend, Varun Kamal as Vishwa's Friend, Ravi Prakash as Kesav, Subbu Panchu as Ravi Kiran, Manobala as Ramadurai (Anna)'s Assistant, Rekha as Ganga Ramadurai, Stunt Silva as Special Appearance, Sam Anderson as Himself (Special Appearance), G. V. Prakash Kumar as Special Appearance in ""Vaanganna Vanakkanganna"" Song, Sridhar as (Special Appearance in ""Tamil Pasanga"" Song, Dinesh as Special Appearance in ""Vaanganna Vanakkanganna"" Song, M.R. Kishore Kumar as",- 5.39,,,A mafia don sends his son out of the country because he doesn't want even a shadow of his life falling on him. Destiny wills otherwise. The son makes an innocuous trip to Mumbai to visit his dad. And ends up filling his father's large shoes.,,https://moviehdtv.com/uploads/posts/covers/thalaivaa-2013-hindi-tamil-dual-audio-480p-uncut-hdrip-550mb.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Thalaivaa..webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Thalaivaa.webp,,2026-06-28T07:11:14.162447+00:00,
195790-thalaivaa-2013-hindi-tamil-dual-audio-720p-uncut-hdrip-1-4gb,https://moviedbhub.com/195790-thalaivaa-2013-hindi-tamil-dual-audio-720p-uncut-hdrip-1-4gb.html,Thalaivaa (2013) (Hindi -Tamil) Dual Audio 720p UnCut HDRip [1.4GB],https://moviehdtv.com/uploads/posts/covers/thalaivaa-2013-hindi-tamil-dual-audio-720p-uncut-hdrip-1-4gb.webp,"November 19, 2020",0,movie,: Thalaivaa,2013,Mkv,700MB,ta,,Action|Drama|Thriller,"Vijay as Vishwa (Vishwa Bhai), Amala Paul as Meera Narayanan, Sathyaraj as Ramadurai (Anna), Ponvannan as Ranga (Chithappa), Nassar as Ratnam, Santhanam as Logu, Suresh as Meera's Father, Y. G. Mahendran as Lawyer Radhakrishnan, Abhimanyu Singh as Bhima Bhai, Ragini Nandwani as Gowri, Rajeev Pillai as Raju, Udhaya as Video Kumar, Sathish Krishnan as Vishwa's Friend, Varun Kamal as Vishwa's Friend, Ravi Prakash as Kesav, Subbu Panchu as Ravi Kiran, Manobala as Ramadurai (Anna)'s Assistant, Rekha as Ganga Ramadurai, Stunt Silva as Special Appearance, Sam Anderson as Himself (Special Appearance), G. V. Prakash Kumar as Special Appearance in ""Vaanganna Vanakkanganna"" Song, Sridhar as (Special Appearance in ""Tamil Pasanga"" Song, Dinesh as Special Appearance in ""Vaanganna Vanakkanganna"" Song, M.R. Kishore Kumar as",- 5.39,,,A mafia don sends his son out of the country because he doesn't want even a shadow of his life falling on him. Destiny wills otherwise. The son makes an innocuous trip to Mumbai to visit his dad. And ends up filling his father's large shoes.,,https://moviehdtv.com/uploads/posts/covers/thalaivaa-2013-hindi-tamil-dual-audio-720p-uncut-hdrip-1-4gb.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Thalaivaa.2013.webp,,2026-06-28T07:11:14.216739+00:00,
21525-the-order-2020-season-1-dual-audio-hindi-web-series-hdrip-720p-complete,https://moviedbhub.com/21525-the-order-2020-season-1-dual-audio-hindi-web-series-hdrip-720p-complete.html,The Order (2020) Season 1 Dual Audio Hindi Web Series HDRip 720p | [COMPLETE],https://moviehdtv.com/uploads/posts/covers/the-order-2020-season-1-dual-audio-hindi-web-series-hdrip-720p-complete.webp,"November 18, 2020",0,series,: The Order,2020,,,en,720p,Drama|Mystery|Sci-Fi & Fantasy,"Jake Manley as Jack Morton, Sarah Grey as Alyssa Drake, Adam DiMarco as Randall",- 7.795,,,"Out to avenge his mother's death, a college student pledges a secret order and lands in a war between werewolves and practitioners of dark magic.",,https://moviehdtv.com/uploads/posts/covers/the-order-2020-season-1-dual-audio-hindi-web-series-hdrip-720p-complete.webp,,2026-06-28T07:11:14.318522+00:00,
111195-up-and-away-2018-hindi-dual-audio-720p-web-dl-850mb,https://moviedbhub.com/111195-up-and-away-2018-hindi-dual-audio-720p-web-dl-850mb.html,Up And Away (2018) Hindi Dual Audio 720p Web-DL [850MB],https://moviehdtv.com/uploads/posts/covers/up-and-away-2018-hindi-dual-audio-720p-web-dl-850mb.webp,"November 18, 2020",0,movie,: Up And Away,2018,Mkv,850MB,da,,Animation|Family|Comedy,"Thure Lindhardt as Hodja (voice), Peter Frödin as Sultan (voice), Kurt Ravn as El Faza (voice), Diva O'Branco as Esmeralda (voice)",- 6.2,,,"Hodja is a dreamer. He wants to experience the world, but his father insists he stays home and takes over the family's tailor shop. Fortunately, Hodja meets the old rug merchant El Faza, who gives him a flying carpet. In exchange he has to bring the old man's little granddaughter, Diamond, back to Pjort. El Faza can’t travel to the Sultan city himself, as the mighty ruler has imposed a death sentence on El Faza, on the grounds that he has stolen the Sultan's carpet. However, city life isn't quite what Hodja expected, and he only survives because of Emerald, a poor but street smart girl, who teaches him how to manage in the big world. But when Hodja loses his carpet to the power-hungry sultan, his luck seems to run out. Will he complete his mission, find El Faza's granddaughter and return safely back to Pjort?",,https://moviehdtv.com/uploads/posts/covers/up-and-away-2018-hindi-dual-audio-720p-web-dl-850mb.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Up.And.Away.-2018-.1.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Up.And.Away.-2018.webp,,2026-06-28T07:11:14.389276+00:00,
203665-kaddipudi-2013-hindi-kanada-dual-audio-720p-uncut-hdrip-1-1gb,https://moviedbhub.com/203665-kaddipudi-2013-hindi-kanada-dual-audio-720p-uncut-hdrip-1-1gb.html,Kaddipudi (2013) (Hindi - Kanada) Dual Audio 720p UnCut HDRip [1.1GB],https://moviehdtv.com/uploads/posts/covers/kaddipudi-2013-hindi-kanada-dual-audio-720p-uncut-hdrip-1-1gb.webp,"November 18, 2020",0,movie,: Kaddipudi,2013,Mkv,700MB,kn,,Drama,"Shivaraj Kumar as , Radhika Pandit as , Rangayana Raghu as , Aindrita Ray as , Sharath Lohitashwa as , Rajesh Nataranga as",- 7,,,"A rowdy sheeter yearns for a peaceful life, but politicians use him as a pawn for their selfish ends and don't allow him to lead a normal life.",,https://moviehdtv.com/uploads/posts/covers/kaddipudi-2013-hindi-kanada-dual-audio-720p-uncut-hdrip-1-1gb.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Kaddipudi.-2013-.1.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Kaddipudi.-2013.webp,,2026-06-28T07:11:14.639654+00:00,
